Serial No,Category,Name,Specification,Link
368,Routers,BLACKPOOL 4G Wireless Pocket Router Modem - Portable," Multi Device WiFi Hotspot Device, Plug and Play, Battery Backup & All 4G/ 5G Sim Support",https://aax-eu.amazon.in/x/c/JIqGAKRddNckFD2l9OUQi10AAAGRddhLKgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICCC0mWW/https://www.amazon.in/BLACKPOOL-4G-Wireless-Pocket-Router/dp/B0CXSRZS48/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7%3Aamzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&cv_ct_cx=Routers&dib=eyJ2IjoiMSJ9.YPzXFxqprUWxODAqvJWuRA.h-4ru4JZs0huaiv-FofklsuBTrjpEXrWdpwgrxH8i70&dib_tag=se&keywords=Routers&pd_rd_i=B0CXSRZS48&pd_rd_r=4941becd-9be9-4454-a048-bfa44c7cf5b9&pd_rd_w=M3PLM&pd_rd_wg=mS65w&pf_rd_p=c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&pf_rd_r=AVTMRCEVT6K9QGBR82RD&qid=1724258994&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-49-55679f55-dd28-42e2-aed8-9d76ff9bea0b
369,Routers,TP-Link AX3000 Wall-Mounted Wi-Fi 6 Router Archer Air R5 | Ultra-Thin & Compact | Dual Band Wi-Fi | Smart Beamforming Antennas | EasyMesh Compatible | Mounting Materials Included | Homeshield, VPN,https://www.amazon.in/TP-Link-Wall-Mounted-Archer-Air-Beamforming/dp/B0CC6NGXZT/ref=sr_1_66?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-66
370,Routers,Cuzor Mini UPS for 12V WiFi Router | Backup up to 5 Hours | 2x2900 mAh Battery | Power Backup for WiFi Router | ups for uninterrupted Wi-Fi| Portable UPS | WiFi ups,,https://www.amazon.in/Cuzor-Router-Switching-Moisture-Resistant/dp/B07ZKD8T1Q/ref=sr_1_67?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-67
371,Routers,Netgear Orbi Whole Home Tri-Band Mesh WiFi 6 System (RBK853) Router with 2 Satellite Extenders," Coverage up to 7,500 sq. ft. and 60+ Devices, 11AX Mesh AX6000 WiFi (Up to 6Gbps)",https://www.amazon.in/NETGEAR-Whole-Tri-Band-System-RBK853/dp/B081SF349N/ref=sr_1_68?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-68
372,Routers,TP-Link XC220-G3 AC1200 Wireless XPON Fiber Router | Up to 1.2Gbps Wi-Fi speed," 300Mbps 2.4GHz, 867Mbps 5GHz | Dual Band Gigabit | EasyMesh | Easy Setup",https://www.amazon.in/TP-Link-XC220-G3-Wireless-1-2Gbps-EasyMesh/dp/B0CG2FB684/ref=sr_1_69?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-69
373,Routers,"Acer Connect Enduro M3 Dual band Wifi 5G Router I 2.4"" Touchscreen I Rugged Design MIL-STD-810H I 2 x 2 MIMO Connectivity I 6500mAh Battery I IP54 rated", vSIM & Physical SIM support I USB 3.0 Type C,https://www.amazon.in/Acer-M3-Touchscreen-MIL-STD-810H-Connectivity/dp/B0C6R5ZK3Q/ref=sr_1_70?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-70
374,Routers,TP-Link Archer AX11000 Next-Gen Tri-Band Gaming Router Wi-Fi 6 UltraFast Speed 10 Gbps Smart with 1.8GHz 64bit Quad-Core CPU, Compatible for Amazon Alexa (Black),https://www.amazon.in/TP-Link-Archer-AX11000-UltraFast-Compatible/dp/B07WJX9HHG/ref=sr_1_71?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-71
375,Routers,CP Plus 4G SIM CARD Wi-Fi 6 Router with Super High Speed 4G Internet & Extra Wider Wi-Fi Coverage |Support External antenna | Support Reset, WPS Button - CP-XR-DE21-S-V2,https://www.amazon.in/CP-Internet-Coverage-Support-External/dp/B0D9GYV25J/ref=sr_1_72?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-72
376,Routers,Tenda RX2 Pro WiFi 6 AX1500 Smart WiFi Router," Dual Band Gigabit Wireless Internet WiFi 6 Router, 5 * 6dBi High-Gain Antennas, 3 Gigabit LAN Ports, WPA3+OFDMA+MU-MIMO (Black)",https://www.amazon.in/Tenda-RX2-1501Mbps-Wireless-High-Gain/dp/B0BWNCH9LT/ref=sr_1_73?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-73
377,Routers,VELVU 4G/5G SIM Support WiFi Router Mobile Sim Based Router with Four Antenna," Plug and Play, Support, NVR, DVR, WiFi,Camera,All GSM Network Support",https://www.amazon.in/VELVU-Support-Router-Antenna-Network/dp/B0CXXR91NJ/ref=sr_1_74?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-74
378,Routers,Netgear Orbi Larger Whole Home Dual Band Mesh WiFi 6 System (RBK353) Router with 2 Satellite Extenders | Coverage up to 4,"000 sq. ft. and 30+ Devices | AX1800 WiFi 6 (Up to 1.8Gbps, Dual_Band)",https://www.amazon.in/Netgear-Satellite-Extenders-Coverage-Dual_Band/dp/B08FT9BLQX/ref=sr_1_75?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-75
379,Routers,ASUS ROG Rapture GT-AX6000 Dual-Band WiFi 6 Extendable Gaming Router," Dual 2.5G Ports, Triple-level Game Acceleration, Mobile Game Mode, Aura RGB, Subscription-free Network Security, AiMesh Compatible",https://www.amazon.in/ASUS-GT-AX6000-Aggregation-Triple-Level-Acceleration/dp/B09RSXNGTB/ref=sr_1_76?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-76
380,Routers,ASUS AX3000 Dual Band WiFi 6 (802.11ax) 2402 mbps Router Supporting MU-MIMO and OFDMA Technology," with AiProtection Pro Network Security Powered by Trend Micro, Compatible with ASUS AiMesh WiFi System, Black(2402 mbps)",https://www.amazon.in/ASUS-Router-Supporting-Technology-AiProtection/dp/B081PQR52W/ref=sr_1_77?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-77
381,Routers,ASUS ROG Rapture GT-AX11000 Pro Tri-Band WiFi 6 Extendable Gaming Router," 10G & 2.5G Ports, ASUS RangeBoost Plus, Triple-Level Game Acceleration, Subscription-Free Network Security, AiMesh Compatible",https://www.amazon.in/ASUS-GT-AX11000-Triple-Level-Acceleration-Subscription-Free/dp/B0BQ41LDQ3/ref=sr_1_78?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-78
382,Routers,TP-Link TL-R605 SafeStream Gigabit Multi-WAN VPN Router,,https://www.amazon.in/TP-Link-TL-R605-SafeStream-Gigabit-Multi-WAN/dp/B08QTXNWZ1/ref=sr_1_79?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-79
383,Routers,TP-Link AX6000 Dual Band Gigabit 8-Stream Wi-Fi 6 Router," 6000 Mbps Wireless Speed, 1×2.5 Gbps+4×1 Gbps Ports, USB 3.0, Ideal for Gaming Xbox/PS4/Steam&4K/8K, OneMesh (Archer AX80),Black",https://www.amazon.in/TP-Link-8-Stream-Wireless-Archer-AX80/dp/B0BRKFJXTT/ref=sr_1_80?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-80
384,Routers,MERCUSYS Halo H80X Ax3000 Whole Home Mesh Wi-Fi 6 System|3000 Mbps Dual Band Wireless Gigabit Router|Seamless Roaming|Coverage Upto 7,"000 Ft² (650 M²)|Pack of 3,White",https://www.amazon.in/MERCUSYS-Halo-H80X-Wireless-Seamless/dp/B0B3QY4MTB/ref=sr_1_81?dib=eyJ2IjoiMSJ9.qGZ3zpgHvtFR_nAx14DhfRju69Ztb7FxkifdQxqrqYpPJbA8U_E2S2Mj0R9TNBdDqtLVGdoFzOommUSxJZMEkWmd7Ixu2ITkE4r7Jvu-taqKDoWWEC5mV4jasQVoucdm5Xg-jJoP0zkKeZnoLsIfTvT9Pm0-b1nFALxCub7Pb95pWh-mLytrsjpOkZtshsDldJCXZmSXdxPzlLjRIgjbTqabpYadL_IjAQ35bZ5UlO0.2A1Xxd5YTlemDv8sv9y2qF9xHY4qNe39jbqnS23vaAE&dib_tag=se&keywords=Routers&qid=1724259006&sr=8-81
385,Routers,BLACKPOOL 4G Wireless Pocket Router Modem - Portable," Multi Device WiFi Hotspot Device, Plug and Play, Battery Backup & All 4G/ 5G Sim Support",https://aax-eu.amazon.in/x/c/JPS5l3UWbPBKxwaGkiKvUEMAAAGRddh4NwMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICD11P4-/https://www.amazon.in/BLACKPOOL-4G-Wireless-Pocket-Router/dp/B0CXSRZS48/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7%3Aamzn1.sym.c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&cv_ct_cx=Routers&dib=eyJ2IjoiMSJ9.YPzXFxqprUWxODAqvJWuRA.h-4ru4JZs0huaiv-FofklsuBTrjpEXrWdpwgrxH8i70&dib_tag=se&keywords=Routers&pd_rd_i=B0CXSRZS48&pd_rd_r=e9bee786-963c-44fe-afd1-75d10a2d03ec&pd_rd_w=H31oV&pd_rd_wg=G918q&pf_rd_p=c5b3dba6-0c9f-4770-a2a1-befba5d5d1a7&pf_rd_r=5YWT8H31W69250FPMNDK&qid=1724259006&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-65-55679f55-dd28-42e2-aed8-9d76ff9bea0b
386,Routers,TP-Link Deco X60 Whole Home Mesh Wi-Fi System," AX5400 Dual_Band Wireless WiFi 6 Speeds Up to 5400Mbps, Work with Amazon Echo/Alexa, OFDMA and MU-MIMO Technology Router, Pack of 2, White",https://www.amazon.in/TP-Link-Deco-X60-Wireless-Technology/dp/B08DYQLVPL/ref=sr_1_81?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-81
387,Routers,MERCUSYS AC1200 Wireless Dual Band Router AC12 1200Mbps Wi-Fi WiFi Speed with 4 x 5dBi Omni Directional Antennas," Dual_Band, Black",https://www.amazon.in/Mercusys-AC1200-Wireless-Router-AC12/dp/B075R6V5CL/ref=sr_1_82?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-82
388,Routers,Mikrotik Rb5009Ug+S+In | Heavy-Duty Home Lab Router With Usb 3.0, 1G And 2.5G Ethernet And A 10G Sfp+ Cage - Single Band,https://www.amazon.in/Mikrotik-RB5009UG-Heavy-Duty-Router-Ethernet/dp/B09GW641SL/ref=sr_1_83?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-83
389,Routers,ASUS RT-AX86U Pro (AX5700) Dual Band WiFi 6 Extendable Gaming Router," 2.5G Port, Gaming Port, Mobile Game Mode, Port Forwarding, Subscription-Free Network Security, VPN, AiMesh Compatible",https://www.amazon.in/ASUS-RT-AX86U-Extendable-Forwarding-Subscription-Free/dp/B0BR5S6MYX/ref=sr_1_84?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-84
390,Routers,CF-05-CT04 | Wi-Fi 6 4G Sim VPN Router | Speed Upto 300 Mbps | AI Based Auto-Switching | Supports Type-C Internet & Power| 4 Antenna | Can Connect 32+ Devices (CF-05-CT04 Wi-Fi 6),,https://www.amazon.in/CF-05-CT04-Wi-Fi-Auto-Switching-Supports-Internet/dp/B0D28SS8SM/ref=sr_1_85?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-85
391,Routers,Tp-Link Deco Ax3000 Whole Home WiFi 6 Mesh System(Deco X55) - Covers Up to 6500 Ft2," Replaces Wireless Router and Extender, 3 Gigabit Ports Per Unit, Supports Ethernet Backhaul (3-Pack) - Dual Band",https://www.amazon.in/TP-Link-Deco-AX3000-System-X55/dp/B09FPPVPRM/ref=sr_1_86?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-86
392,Routers,(Refurbished) Dlink DIR-615 WiFi router,,https://www.amazon.in/Renewed-Dlink-DIR-615-WiFi-router/dp/B0943LM2SV/ref=sr_1_87?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-87
393,Routers,TP-Link Deco X50-PoE AX3000 Whole Home Mesh WiFi 6 System with PoE | 3000 Mbps Wireless Gigabit Smart Dual Band Router | Multi-Gig 2.5 Gbps Wired Network | Pack of 3 | Alexa and Google Compatible,,https://www.amazon.in/TP-Link-Deco-X50-PoE-Multi-Gig-Compatible/dp/B0BNKKLYYY/ref=sr_1_88?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-88
394,Routers,MERCUSYS AC1200 Wireless Dual_Band WiFi Router Mercusys AC10 | 1200 Mbps Wi-Fi Speed | 4 High Gain Antennas | Parental Control | IPTV and IPv6 Supported, White,https://www.amazon.in/MERCUSYS-Wireless-Mercusys-AC10-Supported/dp/B08G28MDKZ/ref=sr_1_89?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-89
395,Routers,Netgear Nighthawk M1-MR1100 Mobile Hotspot Router (Black) - Wi-Fi," USB, Ethernet (Dual_Band, 1 gigabits_per_Second)",https://www.amazon.in/Netgear-Nighthawk-M1-MR1100-Mobile-Hotspot/dp/B079H2LX8X/ref=sr_1_90?dib=eyJ2IjoiMSJ9.VI0mRRyGklmqXlRyXPfYOnrITzUA5fkLt6iybt0VfZXh6s1fg78oV56Z7p4GlMreKxv3okgT2Doy6ZkOq9mU8qTR_IOsvxyliSrOrK7UFy6dRBGqW29wzqLgR74b3LI2ZZRNMw_etczYHtoY_p_fNZdKvkUVb8xH7G0g0lR70Cw5Q9fbnik4TG0O7JluBJYVaNSBxawkPZ1_JOhhIz4Yk_sg_tNZYjxSesYH_KWydrc.-c7lkD6ClPCit-JKQgD4YVHbjnXa7Rkad2guEtEVq7s&dib_tag=se&keywords=Routers&qid=1724259017&sr=8-90
